personnel_id,age,deployment_days,daily_duty_hours,night_duties,leave_days,days_since_last_leave,transfer_frequency,training_days,workload_7_days,workload_30_days,sleep_hours,wellness_score,self_reported_stress,stress_risk
1314,46,15,6.06,5,12,108,1,4,43.45,45.83,7.2,83.69,40.0,0
1315,43,176,5.44,6,21,85,4,13,61.65,25.9,7.74,58.41,79.93,1
1316,45,70,12.91,2,3,49,2,3,57.78,22.34,6.14,59.15,42.3,0
1317,21,82,6.88,12,21,46,0,8,83.36,99.47,5.07,92.62,51.61,0
1318,44,133,9.66,8,2,82,1,5,33.08,40.46,6.86,85.34,75.4,0
1319,22,99,9.7,11,6,34,2,8,64.96,32.61,8.54,75.22,13.16,1
1320,31,147,6.85,6,3,82,1,5,47.35,92.05,6.47,83.0,92.06,1
1321,38,60,13.08,1,5,31,3,18,41.42,65.75,8.13,92.35,84.42,1
1322,47,119,9.26,5,24,107,4,9,49.02,30.0,6.93,73.21,62.05,1
1323,48,41,9.49,5,10,26,3,18,55.12,43.02,7.25,31.42,54.87,1
1324,50,167,12.9,6,16,65,4,20,46.26,57.76,6.6,37.24,38.72,1
1325,44,35,8.63,6,24,112,3,16,21.13,92.49,7.61,37.0,70.0,1
1326,21,89,13.7,1,22,10,2,16,92.61,24.56,6.86,52.37,64.48,0
1327,44,13,8.82,4,2,58,1,8,32.64,62.84,7.56,92.48,23.31,0
1328,47,50,9.94,4,5,77,1,13,71.8,46.15,7.56,37.2,45.57,1
1329,46,127,9.29,0,5,58,4,8,66.55,76.73,6.49,84.51,93.88,1
1330,39,179,7.87,9,11,118,3,8,74.88,41.44,6.65,82.5,39.57,1
1331,49,136,10.33,0,20,1,3,10,70.54,81.17,7.35,78.39,75.46,1
1332,40,40,9.64,4,27,57,2,7,46.08,71.64,7.48,93.54,78.39,0
1333,41,119,6.21,15,23,86,4,16,96.25,39.39,5.66,55.36,89.74,1
1334,40,69,11.1,8,19,31,1,3,56.19,78.76,9.0,42.71,27.03,0
1335,28,85,5.0,0,18,45,1,20,27.75,38.87,5.65,23.87,94.68,0
1336,31,72,9.45,2,18,73,3,16,68.26,53.09,8.22,24.78,84.44,0
1337,46,133,10.67,2,12,63,1,4,62.56,34.12,4.7,67.62,34.79,1
1338,25,101,10.11,1,7,37,0,1,83.63,76.6,7.29,75.2,75.49,0
1339,32,31,6.74,10,15,107,0,1,45.07,76.12,6.1,49.09,10.01,0
1340,27,57,8.49,4,24,87,3,18,39.49,35.5,3.64,74.68,30.61,0
1341,39,35,7.86,3,8,8,1,5,35.81,20.52,7.66,73.01,89.68,0
1342,21,107,6.74,4,8,63,3,15,91.15,81.21,5.71,20.86,62.8,1
1343,44,67,12.28,3,28,74,0,1,73.25,60.53,6.73,86.78,46.89,0
1344,30,70,8.5,9,17,118,3,16,22.66,48.69,8.13,49.53,25.26,1
1345,21,83,8.0,13,28,26,4,0,81.08,93.21,8.78,37.84,46.46,1
1346,25,58,6.92,7,9,52,1,3,23.26,73.78,6.0,66.26,24.67,0
1347,41,123,5.0,4,3,55,1,13,83.66,54.43,5.52,54.04,84.74,1
1348,38,21,9.77,7,16,38,0,14,72.16,76.65,7.4,50.18,92.2,1
1349,47,35,7.27,14,30,6,0,16,52.84,26.24,8.53,86.93,30.95,0
1350,21,171,7.55,8,8,5,1,8,56.35,67.28,7.85,74.41,88.65,1
1351,25,115,9.0,9,24,53,3,12,25.48,55.8,6.06,32.3,39.42,1
1352,43,14,11.33,15,3,69,2,9,93.64,71.49,6.27,31.23,76.53,1
1353,28,4,5.93,6,10,72,4,7,33.54,78.36,5.68,37.82,39.11,0
1354,44,133,10.07,9,18,68,2,16,46.27,53.95,4.39,79.24,13.34,1
1355,49,19,12.09,1,13,100,2,11,36.99,25.97,5.52,66.31,90.92,1
1356,30,28,5.53,11,2,85,0,7,43.69,90.91,8.29,65.9,46.31,0
1357,33,3,11.46,1,0,108,1,6,64.23,66.06,4.91,36.08,50.04,1
1358,35,174,7.54,5,7,104,0,12,34.22,82.97,7.2,61.58,63.71,1
1359,32,15,7.6,10,25,31,3,4,70.74,84.65,7.39,82.67,59.12,0
1360,32,85,7.76,12,6,42,0,19,61.33,99.35,6.98,26.86,23.58,0
1361,45,164,9.43,9,7,56,0,10,85.25,70.2,7.48,20.02,74.87,1
1362,26,0,12.36,13,17,88,2,7,23.36,51.65,6.35,42.68,71.57,0
1363,27,56,5.51,15,30,39,1,20,85.43,49.95,7.22,83.65,23.85,0
1364,49,35,5.98,4,26,41,3,15,68.63,50.6,6.68,23.35,27.42,0
1365,42,79,10.14,6,12,92,2,9,61.86,47.69,5.51,59.44,29.73,1
1366,48,79,7.83,12,27,105,1,10,96.04,66.49,6.62,87.75,51.08,1
1367,42,40,12.49,3,3,83,3,1,68.49,59.13,6.93,27.2,43.63,1
1368,38,3,9.12,6,21,111,2,20,58.12,69.61,8.25,36.18,24.93,1
1369,49,15,9.11,4,1,8,1,6,65.22,20.47,9.0,36.16,12.11,0
1370,46,50,9.86,13,23,43,1,1,92.07,77.47,8.23,43.31,94.93,0
1371,35,122,8.98,1,1,16,1,7,51.61,94.44,8.64,66.97,17.14,0
1372,49,74,10.12,10,19,11,0,1,66.15,30.08,6.14,34.66,22.76,0
1373,44,65,8.23,12,13,25,3,3,31.9,66.14,7.82,75.46,16.48,0
1374,49,14,13.88,15,10,108,1,3,45.91,94.14,4.97,50.62,68.83,1
1375,31,149,6.51,9,28,60,4,4,84.24,58.13,6.2,79.96,52.97,1
1376,32,108,7.14,10,21,55,0,4,34.67,82.23,7.71,52.19,94.58,0
1377,33,46,7.78,2,26,43,1,14,32.31,39.42,7.89,92.94,22.84,0
1378,26,16,12.54,5,6,41,1,12,39.25,80.78,8.34,87.09,65.14,0
1379,30,27,5.0,13,18,106,3,13,45.15,51.07,8.11,52.65,16.25,0
1380,34,69,6.77,14,28,9,2,16,96.44,66.69,5.8,31.04,22.19,1
1381,27,54,12.71,0,3,100,3,8,97.38,55.13,7.45,91.28,71.48,1
1382,49,57,8.03,5,28,101,3,8,71.8,52.53,7.92,73.18,44.85,1
1383,36,84,10.33,1,7,108,4,15,66.99,22.51,8.24,28.0,56.75,1
1384,50,106,9.15,14,5,4,0,8,67.66,27.49,6.24,75.56,12.1,0
1385,36,68,8.63,13,22,13,0,16,91.76,21.37,6.22,72.41,91.16,0
1386,27,101,10.65,4,29,34,1,16,60.77,77.36,7.09,25.26,32.83,0
1387,32,46,9.53,2,19,28,0,14,38.18,40.34,8.61,57.81,79.06,0
1388,23,111,12.03,4,27,66,1,6,38.41,68.91,6.71,82.25,69.85,1
1389,31,135,8.62,5,20,28,4,7,66.88,42.67,6.28,93.36,32.37,1
1390,49,20,8.83,7,6,61,3,3,73.17,95.34,3.5,44.86,91.4,0
1391,42,34,7.06,6,1,112,0,9,60.63,75.06,7.56,93.43,30.06,0
1392,23,144,6.99,8,3,86,1,8,39.77,40.72,7.05,74.69,13.04,1
1393,22,22,6.28,2,22,112,0,20,70.15,82.77,6.89,85.82,70.74,0
1394,22,34,9.38,6,5,78,2,4,68.63,81.29,7.99,82.05,68.26,1
1395,44,21,11.6,2,20,3,1,12,33.24,71.94,9.0,38.32,86.8,0
1396,30,79,7.55,11,25,34,0,15,43.57,20.6,5.74,86.75,92.21,0
1397,27,34,9.73,15,19,114,2,17,67.28,47.8,7.14,20.44,12.98,1
1398,22,168,13.16,9,19,75,0,13,83.76,68.74,6.58,92.66,37.15,1
1399,24,3,11.05,5,21,17,4,1,35.21,46.61,8.09,28.16,61.19,0
1400,35,39,11.5,9,6,12,0,10,82.77,21.74,7.31,73.82,84.85,0
1401,29,68,6.02,4,21,68,2,12,65.66,93.14,7.15,59.46,21.65,0
1402,34,104,9.3,3,24,98,4,0,21.8,99.21,6.39,64.25,47.15,1
1403,32,47,10.01,15,13,54,3,12,48.32,64.35,7.1,66.16,37.33,0
1404,25,75,9.8,12,2,84,4,0,56.62,71.43,8.73,79.58,31.8,1
1405,48,76,5.62,1,17,87,1,8,38.51,46.72,6.27,22.69,80.67,1
1406,31,111,11.02,3,6,60,2,15,93.01,78.44,7.64,67.3,46.29,1
1407,31,72,7.09,13,30,26,2,2,37.7,62.19,8.02,32.74,78.03,1
1408,48,134,7.86,10,10,36,3,15,81.61,37.84,5.34,94.12,90.93,1
1409,42,149,10.9,4,21,27,2,5,67.72,70.9,7.75,83.7,66.94,0
1410,26,101,10.55,13,21,19,3,14,50.29,77.19,5.48,27.64,71.96,1
1411,34,16,13.21,2,17,30,0,9,33.8,65.59,7.92,46.74,75.81,0
1412,31,133,12.06,5,12,48,4,1,54.04,45.01,7.77,93.15,64.57,1
1413,40,22,6.96,2,10,8,0,17,20.07,35.78,6.14,34.13,70.96,0
1414,46,62,5.0,12,15,6,1,19,27.84,83.24,9.0,51.39,42.43,0
1415,23,85,12.53,4,0,4,1,0,80.06,31.51,9.0,66.65,16.83,0
1416,46,30,12.03,3,29,26,2,11,41.02,39.24,7.53,32.77,57.76,0
1417,30,102,9.25,1,4,107,4,10,76.24,27.44,7.66,21.21,24.33,1
1418,38,113,7.8,9,16,94,4,13,38.03,60.46,7.73,92.41,25.35,1
1419,42,165,5.31,1,10,53,2,8,97.55,84.79,6.02,76.34,74.63,1
1420,31,177,7.75,6,28,47,2,6,25.18,47.37,8.37,63.99,41.64,1
1421,34,47,12.36,12,24,42,0,8,54.88,28.8,7.13,40.0,32.08,0
1422,40,6,6.97,7,7,94,1,13,84.78,39.48,7.19,65.69,84.38,1
1423,30,112,12.12,14,25,44,3,9,43.63,24.14,4.37,77.57,39.96,1
1424,25,6,10.79,5,11,76,1,0,78.02,59.89,8.02,50.11,42.74,0
1425,47,68,9.01,7,22,6,0,0,82.89,41.58,6.41,74.98,61.87,0
1426,25,62,11.18,0,17,12,4,8,55.18,75.79,5.98,78.58,71.26,1
1427,25,51,8.04,15,5,58,4,15,84.43,71.06,6.14,62.41,29.21,0
1428,48,0,10.26,10,25,4,1,1,47.36,29.42,6.68,30.53,32.76,0
1429,44,41,9.85,2,19,108,1,6,82.35,38.81,6.29,76.52,83.56,1
1430,41,111,9.75,5,16,2,0,18,28.85,37.6,7.4,53.69,68.41,0
1431,39,87,7.51,13,2,89,3,11,57.73,39.51,7.0,46.18,23.82,1
1432,43,119,10.65,12,13,92,3,17,34.3,43.64,6.93,21.69,22.55,1
1433,29,107,5.51,9,13,91,2,19,84.5,80.01,7.44,76.04,91.37,1
1434,44,17,8.69,11,8,87,1,15,74.9,56.09,6.12,20.49,54.96,1
1435,28,118,10.44,8,20,61,1,18,38.4,69.45,7.08,25.06,49.5,1
1436,26,18,12.73,13,14,70,4,9,45.01,90.85,5.66,35.19,36.46,1
1437,34,51,11.38,2,0,15,3,1,46.49,99.7,6.03,46.67,46.43,0
1438,28,86,8.59,11,29,36,2,14,61.2,58.39,6.43,90.08,30.45,1
1439,38,57,8.03,6,13,58,3,11,33.82,88.21,7.57,30.5,44.07,1
1440,50,116,7.42,1,17,5,2,12,24.85,31.1,8.88,23.6,38.44,0
1441,27,174,7.83,10,1,91,4,17,83.15,76.99,7.66,37.64,63.88,1
1442,28,32,12.47,2,24,15,0,4,61.49,82.33,7.17,54.18,70.69,0
1443,37,132,11.32,4,4,71,1,5,50.57,56.05,6.98,20.97,75.49,1
1444,36,56,14.03,9,4,14,2,3,32.05,90.29,7.76,87.31,14.52,0
1445,21,115,7.19,1,23,1,1,2,87.46,88.25,6.86,74.96,62.29,0
1446,27,154,9.15,8,21,112,4,16,83.59,38.35,7.53,73.09,25.52,1
1447,36,149,9.75,2,24,72,0,17,82.81,39.61,7.4,75.34,48.68,1
1448,23,26,9.48,8,7,67,0,12,21.45,68.69,6.39,36.58,61.76,0
1449,38,127,9.1,4,28,6,2,15,76.05,96.14,6.96,73.24,47.82,1
1450,49,164,6.47,4,22,16,1,18,21.3,33.93,8.59,40.9,54.42,1
1451,36,44,7.07,0,18,27,2,20,42.56,77.83,6.55,30.97,30.17,0
1452,26,165,9.06,3,11,62,1,9,59.26,55.85,5.96,57.96,54.98,1
1453,33,147,9.92,0,30,117,0,19,65.62,65.47,9.0,71.18,17.26,0
1454,46,160,10.65,10,12,69,1,14,67.29,97.53,7.21,72.69,75.79,1
1455,46,79,10.05,14,5,84,1,6,96.24,72.41,6.67,54.84,22.93,0
1456,26,134,9.11,4,30,91,2,7,66.59,68.19,6.35,94.22,30.68,0
1457,23,157,5.0,3,2,5,0,10,40.89,27.61,5.61,30.27,77.39,0
1458,49,91,8.63,5,23,33,4,10,69.15,58.41,5.55,55.97,65.94,1
1459,43,123,7.96,3,19,52,0,17,73.48,87.61,9.0,46.6,13.91,0
1460,32,59,7.17,11,4,69,4,16,52.37,49.69,7.94,82.27,81.52,1
1461,36,91,8.92,3,29,103,2,12,76.67,86.3,8.83,41.42,25.73,1
1462,47,128,7.45,0,25,35,1,18,38.88,42.78,7.34,38.18,33.6,0
1463,50,77,5.0,5,7,54,2,2,55.86,68.86,6.15,43.89,75.65,0
1464,30,39,7.51,9,15,78,1,12,42.75,41.38,6.87,65.52,20.46,0
1465,37,59,11.15,8,16,67,4,11,74.14,54.45,7.62,28.6,70.71,1
1466,22,139,7.97,4,15,104,2,7,22.29,93.59,5.35,61.67,28.61,0
1467,36,75,8.84,12,23,72,2,11,68.81,70.1,7.28,85.86,63.47,1
1468,27,9,5.92,12,3,24,0,13,27.21,95.34,8.17,94.87,25.53,0
1469,39,179,9.38,4,2,106,4,11,23.59,96.6,8.15,91.47,33.75,1
1470,30,19,12.2,4,2,37,0,10,33.05,46.68,7.08,44.31,17.45,0
1471,44,58,9.43,1,0,47,1,1,70.67,91.51,4.99,64.1,62.27,0
1472,42,161,9.71,4,26,13,0,20,29.63,29.53,6.8,38.14,13.03,0
1473,40,75,7.66,10,19,96,2,14,95.28,64.86,9.0,69.41,41.25,1
1474,43,46,9.95,0,28,58,1,7,61.37,65.77,7.75,54.96,91.98,1
1475,25,159,7.14,10,5,68,2,6,77.34,84.45,7.68,94.33,21.45,1
1476,24,143,9.87,3,24,73,0,20,45.86,95.05,4.65,60.43,77.73,1
1477,45,89,9.91,2,4,80,0,0,80.12,34.49,6.04,23.37,16.88,0
1478,40,152,9.76,10,10,69,3,0,22.63,43.69,9.0,66.64,74.65,1
1479,28,110,11.91,7,20,29,2,0,41.78,47.37,9.0,89.81,59.17,1
1480,34,66,6.96,12,20,112,3,16,44.86,98.97,7.72,42.86,18.17,1
1481,47,82,9.99,4,25,86,2,13,60.62,70.07,7.24,72.54,31.51,1
1482,49,109,8.35,9,23,65,1,11,96.53,99.5,7.51,80.34,87.45,1
1483,41,9,7.05,7,30,52,4,5,36.75,64.58,6.94,71.33,21.7,0
1484,38,39,7.79,13,23,12,4,15,36.21,73.4,7.89,82.31,89.77,1
1485,40,13,9.7,1,26,45,0,16,46.26,57.42,6.77,71.13,87.5,0
1486,23,96,11.56,3,26,13,4,4,97.69,65.91,6.58,61.03,55.3,0
1487,25,52,6.87,14,12,60,1,19,45.8,60.46,7.28,76.29,26.42,0
1488,47,5,10.71,6,5,59,0,7,89.75,97.81,7.69,47.41,25.44,1
1489,45,6,8.98,1,9,104,0,14,78.49,39.01,7.21,52.69,22.63,0
1490,26,67,7.64,4,20,13,0,12,49.89,77.72,8.32,69.51,72.37,0
1491,33,68,6.57,14,20,120,0,16,21.05,45.26,6.71,78.49,67.02,1
1492,25,81,10.2,3,0,39,3,12,65.53,36.22,8.23,89.36,25.19,0
1493,44,69,10.03,6,13,59,0,17,93.55,24.76,7.67,50.13,94.01,1
1494,49,139,14.03,11,27,39,4,0,78.45,97.89,9.0,52.32,21.77,1
1495,42,146,13.09,10,24,41,2,8,49.05,35.55,6.37,47.38,28.24,1
1496,38,157,9.48,7,8,115,4,5,24.17,27.94,5.88,70.35,80.7,1
1497,41,20,8.89,1,28,39,0,4,37.95,83.66,5.44,93.75,12.17,0
1498,49,95,10.78,3,0,12,4,1,45.19,67.41,6.96,27.27,34.69,1
1499,27,145,9.27,10,26,30,2,8,96.5,77.83,5.92,82.12,33.57,1
1500,46,139,9.82,15,8,107,4,6,99.45,54.01,6.86,37.64,57.71,1
1501,28,19,8.38,5,4,118,2,10,24.88,63.64,6.61,71.87,30.77,0
1502,34,65,6.74,5,0,67,3,12,85.67,66.17,5.7,45.71,53.37,1
1503,44,29,9.48,6,26,88,2,8,70.89,35.0,6.28,32.8,83.98,1
1504,30,25,7.11,4,21,68,1,6,55.85,45.97,6.76,77.32,43.57,0
1505,50,75,11.08,2,4,110,3,12,39.12,40.56,6.26,43.03,60.83,1
1506,32,98,10.38,0,5,120,0,16,96.8,81.45,6.4,60.8,62.1,0
1507,44,79,10.17,10,23,105,4,13,44.05,83.79,7.81,70.47,47.08,1
1508,23,5,5.0,11,2,13,4,12,58.53,73.66,8.05,65.65,13.37,0
1509,25,141,10.65,13,24,71,0,3,70.86,30.82,8.17,55.52,36.0,1
1510,27,11,12.48,3,24,38,2,9,65.24,20.83,7.76,40.68,52.44,0
1511,42,145,9.14,15,15,48,3,18,40.74,44.73,7.98,71.58,58.38,1
1512,36,80,6.57,11,26,51,3,2,44.58,49.76,6.07,80.34,47.75,0
1513,37,128,8.04,8,16,58,4,7,90.79,39.77,6.34,87.83,87.31,1
1514,37,72,8.72,4,17,60,1,10,20.1,81.25,8.59,53.96,76.13,0
1515,42,70,10.1,15,8,116,2,14,46.32,55.36,5.8,34.42,48.25,1
1516,25,125,6.63,7,5,21,3,2,38.03,72.91,6.92,29.61,78.49,0
1517,48,92,8.33,10,20,82,0,3,42.82,30.91,5.84,76.93,89.02,1
1518,24,161,11.5,6,14,38,2,19,66.07,51.75,7.29,54.65,25.72,1
1519,33,44,8.49,4,12,32,1,12,40.99,36.26,8.81,59.45,15.53,0
1520,48,94,6.99,6,2,29,3,6,88.78,37.18,7.32,31.85,67.07,1
1521,24,44,11.85,1,10,68,3,19,50.02,77.38,7.0,49.65,29.77,0
1522,35,117,8.59,3,26,84,0,11,92.2,38.31,7.1,70.44,13.77,0
1523,42,94,10.34,15,22,54,3,18,91.56,43.43,6.82,74.83,76.29,1
1524,32,48,10.11,1,27,113,4,6,73.26,23.77,6.67,38.37,72.11,1
1525,50,45,10.37,2,3,62,1,10,94.75,82.42,6.7,68.29,19.93,0
1526,47,38,8.32,12,3,96,4,7,91.1,61.98,7.39,64.52,12.63,1
1527,48,180,14.28,12,30,13,0,17,45.61,76.03,7.07,28.53,80.47,1
1528,40,18,10.15,11,27,11,4,2,38.92,49.27,7.8,89.41,14.98,0
1529,32,177,6.86,4,25,55,1,13,76.28,50.99,8.16,57.36,48.67,1
1530,31,97,12.82,14,14,101,1,20,78.64,27.51,7.07,42.98,68.94,1
1531,36,93,5.0,11,2,81,0,7,32.22,49.11,3.82,27.53,82.13,0
1532,46,114,5.25,12,13,67,3,13,72.61,60.93,8.68,88.49,12.53,0
1533,28,2,10.26,14,21,77,4,2,82.15,82.97,6.34,66.78,81.33,1
1534,36,166,11.87,15,2,94,1,19,22.88,22.37,5.05,62.95,23.91,1
1535,38,18,11.09,13,16,6,2,12,81.02,55.18,5.47,84.17,72.81,1
1536,43,46,8.52,13,28,99,2,20,77.95,31.34,4.41,61.29,70.05,1
1537,40,21,5.0,12,3,44,2,1,79.65,55.71,6.02,70.9,82.45,0
1538,31,155,9.89,8,28,105,2,0,27.32,24.49,7.5,93.76,27.18,0
1539,43,84,6.31,12,30,104,4,13,66.26,86.68,5.54,34.67,23.75,1
1540,45,102,10.62,13,3,27,1,17,94.25,60.0,6.86,40.79,87.9,1
1541,29,161,5.0,3,16,84,3,20,64.95,92.93,7.05,53.68,67.94,1
1542,32,128,8.81,1,18,54,3,3,81.75,37.39,6.12,64.01,66.07,0
1543,44,47,10.17,0,30,17,2,0,67.59,82.76,5.93,76.18,58.6,0
1544,44,154,7.32,7,20,63,3,14,85.82,32.77,6.94,29.28,47.89,1
1545,47,127,7.55,1,15,36,1,11,82.18,78.91,7.9,92.58,19.77,1
1546,38,124,10.45,1,11,96,1,7,71.62,24.4,7.38,74.78,41.48,1
1547,23,164,8.97,4,6,64,3,10,53.97,53.89,6.33,32.08,31.88,1
1548,40,114,10.02,3,13,119,4,13,76.45,86.31,7.39,86.75,55.51,1
1549,23,24,11.44,15,0,45,1,14,39.6,81.83,5.54,24.98,25.98,1
1550,49,84,12.07,3,19,31,2,6,31.12,56.12,8.56,32.05,92.97,1
1551,22,52,7.7,5,8,48,1,3,83.44,27.46,7.14,52.81,11.96,0
1552,48,178,6.98,3,12,111,0,2,68.89,73.3,5.66,64.65,86.96,1
1553,49,17,10.32,13,17,5,0,9,25.13,89.74,6.16,58.53,59.99,1
1554,22,34,6.77,11,6,62,3,18,59.28,93.75,6.6,52.91,79.76,1
1555,24,41,8.15,13,21,65,2,13,75.19,63.45,5.14,62.44,18.99,0
1556,39,150,8.74,9,11,119,2,8,23.73,40.04,8.56,57.07,12.43,0
1557,29,156,10.51,15,15,44,1,10,81.7,91.96,6.81,77.2,81.98,1
1558,37,27,7.0,5,27,32,2,8,24.55,77.43,7.02,92.81,21.02,0
1559,33,92,6.82,3,0,15,1,17,90.52,47.46,8.04,84.23,69.64,0
1560,35,36,11.16,12,13,43,3,20,50.96,99.08,6.78,69.51,33.02,1
1561,42,135,9.0,5,17,92,3,10,85.79,29.86,8.03,48.06,66.21,1
1562,22,86,9.77,12,6,32,0,7,21.21,91.86,8.42,24.49,29.33,0
1563,32,4,11.47,7,16,106,1,2,26.78,88.69,6.44,31.76,83.49,0
1564,27,175,6.59,10,4,60,0,9,71.52,42.49,6.45,38.41,23.9,1
1565,36,116,9.01,4,2,89,3,14,64.39,94.16,6.58,45.04,37.86,1
1566,30,43,7.46,0,28,120,1,4,96.98,40.5,7.43,93.61,90.44,1
1567,41,77,7.24,13,17,110,1,19,65.36,78.8,8.12,39.0,29.14,1
1568,28,69,13.3,11,3,94,2,16,35.1,52.84,4.63,55.07,46.48,1
1569,30,6,12.17,9,13,114,1,4,62.34,76.41,7.05,83.47,30.02,0
1570,36,140,9.23,3,11,36,3,18,28.65,72.48,4.96,54.47,34.4,1
1571,22,140,9.03,12,10,104,2,18,63.74,45.39,9.0,75.75,73.4,1
1572,24,82,9.0,15,13,14,1,16,87.13,77.56,6.12,42.32,71.66,0
1573,28,170,14.44,4,15,58,0,12,90.66,97.66,9.0,73.74,68.03,1
1574,21,115,9.33,9,30,15,4,10,68.44,76.95,8.41,59.51,67.16,1
1575,38,59,9.85,12,10,109,1,7,71.39,56.43,5.57,61.53,20.4,1
1576,24,163,10.26,2,23,41,0,17,23.9,83.39,5.73,74.69,70.91,1
1577,25,163,9.16,7,6,107,2,16,92.27,99.9,6.8,88.95,76.12,1
1578,26,144,11.59,7,18,5,2,13,63.3,41.71,6.37,60.64,24.47,0
1579,35,67,10.72,14,5,119,3,4,62.12,24.34,6.54,61.32,71.07,1
1580,26,26,7.57,2,27,5,0,15,91.8,56.23,6.41,47.32,82.22,0
1581,45,131,9.02,3,11,98,3,15,48.94,34.91,5.48,44.9,57.91,1
1582,35,115,12.54,11,4,46,2,11,74.67,21.41,9.0,94.6,94.67,1
1583,32,142,11.49,6,29,65,3,9,77.29,54.54,7.56,86.69,36.51,1
1584,29,115,8.26,14,24,111,3,19,49.47,36.87,6.74,34.35,92.72,1
1585,42,146,7.91,7,5,101,4,16,23.61,52.63,5.32,51.24,92.07,1
1586,48,32,11.47,8,14,116,3,14,92.29,83.24,5.72,57.46,71.65,1
1587,33,144,5.43,0,13,37,0,6,42.47,69.95,8.01,47.07,80.63,1
1588,45,90,8.1,13,25,91,4,9,86.04,34.17,5.75,48.99,17.27,1
1589,27,80,10.38,8,12,47,4,16,27.05,88.76,6.51,64.33,86.68,1
1590,21,30,9.32,2,12,72,4,14,33.04,62.74,5.88,64.28,87.85,0
1591,35,140,10.11,1,27,79,0,11,92.88,33.49,6.2,24.81,34.92,1
1592,24,65,9.43,7,27,91,0,11,81.9,44.77,8.46,73.07,55.46,0
1593,38,40,5.69,15,5,120,3,17,89.49,90.62,7.75,53.37,53.15,1
1594,36,72,5.0,7,24,7,1,7,99.67,67.64,7.81,46.27,41.61,0
1595,27,60,14.6,3,0,49,2,16,90.1,62.07,7.0,85.01,32.32,1
1596,48,81,10.16,2,4,60,4,19,59.5,56.56,6.97,47.68,66.93,1
1597,44,168,8.49,14,30,107,3,9,49.1,89.86,6.27,32.8,28.68,1
1598,28,167,8.58,11,13,36,3,7,91.48,59.45,8.35,70.48,13.47,1
1599,30,164,10.45,8,20,77,3,18,27.33,46.91,9.0,77.97,70.89,1
1600,45,84,9.66,12,18,90,4,8,69.76,97.32,6.6,53.44,56.23,1
1601,45,7,7.6,8,2,45,1,19,99.73,38.59,8.18,40.97,92.61,1
1602,47,62,6.34,1,24,58,0,7,65.57,36.69,7.48,31.62,62.06,0
1603,27,99,6.54,11,14,38,1,0,57.79,48.27,8.77,73.28,36.73,0
1604,21,51,7.56,13,30,34,0,15,70.47,69.16,6.56,36.48,68.83,1
1605,35,60,9.29,12,14,75,0,20,64.15,83.24,6.34,36.07,39.24,0
1606,50,38,12.95,2,4,115,1,19,55.71,64.92,6.37,30.01,29.7,1
1607,27,153,7.61,6,28,4,4,7,94.53,59.64,7.49,72.07,15.89,0
1608,35,176,11.43,1,6,26,4,15,46.26,91.36,8.67,26.21,60.24,1
1609,25,145,12.02,13,26,26,1,17,47.85,38.07,6.7,73.92,51.66,1
1610,43,77,12.31,10,30,88,3,5,65.76,80.29,6.23,32.32,16.03,1
1611,29,31,10.87,10,22,31,3,12,73.08,60.49,8.31,38.8,67.19,1
1612,35,66,9.75,7,18,29,4,1,95.74,43.93,6.78,88.89,45.62,0
1613,48,168,8.69,5,23,54,2,2,34.89,43.18,5.52,33.8,67.31,1
1614,27,136,11.65,6,2,43,2,11,52.56,67.11,6.62,50.41,29.31,1
1615,22,141,9.15,6,22,19,0,10,28.98,86.68,8.17,63.8,22.42,0
1616,23,70,5.22,12,11,54,2,18,76.53,49.77,6.44,48.0,76.23,1
1617,40,165,8.17,11,29,86,1,18,36.64,72.34,9.0,30.2,34.66,1
1618,40,128,8.5,13,27,112,0,0,69.32,93.86,7.01,54.22,44.87,0
1619,28,154,8.7,8,11,27,4,17,74.79,57.33,7.64,45.25,62.63,1
1620,34,111,9.73,6,22,116,4,10,51.06,56.6,5.31,57.47,66.04,0
1621,46,113,6.77,15,2,118,4,19,97.15,33.8,8.46,38.13,49.41,1
1622,45,63,10.68,8,21,119,4,15,59.98,62.28,8.33,48.32,45.15,1
1623,35,159,11.47,7,27,98,1,4,87.83,26.46,7.12,93.76,40.46,1
1624,25,120,8.46,13,16,76,3,11,49.49,45.64,4.77,70.66,35.14,1
1625,30,150,6.34,7,25,53,1,6,92.88,45.79,5.05,51.96,80.32,1
1626,22,174,8.49,10,28,106,2,16,56.26,65.78,7.76,34.02,57.37,1
1627,36,179,8.77,14,11,33,1,11,59.78,24.83,8.11,65.51,78.71,1
1628,47,164,10.3,13,20,16,3,0,58.9,67.77,7.96,67.02,11.54,0
1629,45,99,7.85,4,25,120,2,2,88.66,40.05,9.0,47.11,63.77,1
1630,45,160,8.9,4,27,38,3,13,40.9,45.98,7.24,82.0,33.04,1
1631,40,138,7.2,10,6,59,2,6,91.08,99.26,6.42,62.64,75.85,1
1632,49,58,10.54,1,16,110,2,5,80.76,66.65,6.5,44.7,59.21,1
1633,35,11,10.97,9,27,7,4,4,81.88,78.13,8.1,47.08,56.39,1
1634,35,102,12.05,14,28,25,2,16,36.88,20.51,6.85,91.25,70.69,1
1635,23,17,10.61,2,14,94,0,17,79.81,66.06,7.0,83.81,23.18,0
1636,49,61,10.84,4,20,28,2,0,28.53,30.44,4.8,72.99,83.97,0
